key,text,notes,english
Herodotus,"হেৰোডোটাছ গ. ৪৮৪ – গ. খ্ৰীষ্টপূৰ্ব ৪২৫, দ্য হিষ্ট্ৰিজ লিখিছে",Father of History,"Herodotus c. 484 – c. 425 BC, writes The Histories"
Aristotle,এৰিষ্টটল 384 – 322 খ্ৰীষ্টপূৰ্ব,"The First Teacher, The Philosopher",Aristotle 384 – 322 BC
Ptolemy,টলেমী গ 100 – গ. 170 চি.ই.,,Ptolemy c 100 – c. 170 C.E.
Pythagoras,পাইথাগোৰাছ গ. 570 – গ. 495 খ্ৰীষ্টপূৰ্ব,,Pythagoras c. 570 – c. 495 BC
Plato,প্লেটো গ. 427 – গ. 348 খ্ৰীষ্টপূৰ্ব,,Plato c. 427 – c. 348 BC
Socrates,ছক্ৰেটিছ গ. ৪৭০ – গ. ৩৯৯ খ্ৰীষ্টপূৰ্ব,,Socrates c. 470 – c. 399 BC
Josephus,যোচেফচ গ. 37 – গ. 100 চি.ই.,,Josephus c. 37 – c. 100 C.E.
Cicero,চিচেৰো ১০৬-৪৩ খ্ৰীষ্টপূৰ্ব,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",Cicero 106–43 BC
lachish_letters,লাচিছ আখৰ গ. ৫৯০ খ্ৰীপূ।,,Lachish letters c. 590 B.C.E.
lachish_reliefs,লাচিশ ৰিলিফ গ. ৬৮১ খ্ৰীষ্টাব্দ।,,Lachish reliefs c. 681 B.C.E.
mesha_stele,মেছা ষ্টেলে (মোৱাবাইট শিল) গ. ৮৪০ খ্ৰীৰীমা।,,Mesha Stele (Moabite stone) c. 840 B.C.E.
gilgamesh,গিলগামেশ আৰু আগা 𒇽𒆥𒄄𒀀𒀝𒂵,,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,গিলগামেশৰ মহাকাব্য (Sîn-lēqi-উন্নিনি),,Epic of Gilgamesh (Sîn-lēqi-unninni)
oxyrhynchus,অক্সিৰিনচুচ পেপাইৰি,,Oxyrhynchus Papyri
p52,পেপিৰাছ পি52,,Papyrus P52
daniel2_shift,0,Start 4.2,0
daniel2_1,ৰজা নেবুচাদনেজ্জাৰ,607 BCE,King Nebuchadnezzar
daniel2_2,যিৰূচালেম ধ্বংস কৰে,,destroys Jerusalem
daniel2_3,বেবিলন জয় কৰে,539 BCE,Conquers Babylon
daniel2_4,চাইৰাছে ঘূৰি অহাৰ আদেশ দিছে,537 BCE,Cyrus decrees return
daniel2_5,যিৰূচালেমলৈ ইহুদীসকলৰ,,of Jews to Jerusalem
daniel2_6,আলেকজেণ্ডাৰ দ্য গ্ৰেট,331 BCE,Alexander the Great
daniel2_7,পাৰ্চিয়া জয় কৰে,,conquers Persia
daniel2_8,ইজৰাইলৰ ওপৰত নিয়ম,63 BCE,Rules over Israel
daniel2_9,যিৰূচালেম ধ্বংস কৰে,70 CE,Destroys Jerusalem
daniel2_10,"প্ৰথম বিশ্বযুদ্ধৰ সময়ত,",1914-1918 CE,"During World War I,"
daniel2_11,এংলো-আমেৰিকান বিশ্ব শক্তি,,Anglo-American World Power
daniel2_12,অস্তিত্বত আহে,End 4.2,comes into being
qing-dynasty,1636-1912,,1636-1912
qing-dynasty_c,চিং ৰাজবংশ,1636-1912,Qing dynasty
ming-dynasty,1368-1644,,1368-1644
ming-dynasty_c,সাম্ৰাজ্যিক চীনত মিং ৰাজবংশ,1368-1644,Ming dynasty in imperial China
yuan-dynasty,1271-1368,,1271-1368
southern-song,1127-1279,,1127-1279
northern-song,960-1127,,960-1127
western-xia,1038-1227,,1038-1227
yuan-dynasty_c,ইউয়ান,1271-1368,Yuan
southern-song_c,চাউদাৰ্ণ চং,1127-1279,Southern Song
northern-song_c,নৰ্দাৰ্ণ চং,960-1127,Northern Song
western-xia_c,ৱেষ্টাৰ্ণ জিয়া,1038-1227,Western Xia
Copernicus,নিকোলাছ কোপাৰনিকাছ,,Nicolaus Copernicus
Galileo,গেলিলিঅ গেলিলি,Galileo di Vincenzo Bonaiuti de' Galilei,Galileo Galilei
Newton,আইজাক নিউটন,,Isaac Newton
gregorian,গ্ৰেগৰিয়ান বৰ্ষপঞ্জি ১৫৮২,,Gregorian calendar 1582
shang-dynasty,গ. ১৬০০-১০৪৬ খ্ৰীষ্টপূৰ্ব,,c. 1600-1046 BC
western-zhou,গ. ১০৪৬-৭৭১ খ্ৰীষ্টপূৰ্ব,,c. 1046-771 BC
eastern-zhou,৭৭০-২৫৬ খ্ৰীষ্টপূৰ্ব,,770-256 BC
qin-dynasty,কিন ২২১-২০৭ খ্ৰীষ্টপূৰ্ব,,Qin 221-207 BC
western-han,207 খ্ৰীষ্টপূৰ্ব – 9 চিই,,207 BC – 9 CE
eastern-han,25-220 চিই,,25-220 CE
three-kingdoms,তিনিখন ৰাজ্য 220-280 চিই,,Three kingdoms 220-280 CE
sixteen-kingdoms,ষোল্লখন ৰাজ্য ৩০৪-৪৩৯ চিই,,Sixteen kingdoms 304-439 CE
northern-dynasties,368-581 চিই,,368-581 CE
southern-dynasties,420-589 চিই,,420-589 CE
tang-dynasty1, ,, 
tang-dynasty2,"618-690, 705-907",,"618-690, 705-907"
wu-zhou,৬৯০-৭০৫ উ ঝৌ,,690-705 Wu Zhou
shang-dynasty_c,শাং ৰাজবংশ,c. 1600-1046 BC,Shang Dynasty
western-zhou_c,ৱেষ্টাৰ্ণ ঝাউ,c. 1046-771 BC,Western Zhou
eastern-zhou_c,ইষ্টাৰ্ণ ঝাউ,770-256 BC,Eastern Zhou
western-han_c,ৱেষ্টাৰ্ণ হান,207 BC – 9 CE,Western Han
eastern-han_c,ইষ্টাৰ্ণ হান,25-220 CE,Eastern Han
three-kingdoms_c,চীন,Three kingdoms 220-280 CE,China
sixteen-kingdoms_c,চীন,Sixteen kingdoms 304-439 CE,China
northern-dynasties_c,উত্তৰ ৰাজবংশ,368-581 CE,Northern Dynasties
southern-dynasties_c,দক্ষিণ ৰাজবংশ,420-589 CE,Southern Dynasties
tang-dynasty1_c,টাং,,Tang
tang-dynasty2_c,টাং ৰাজবংশ,"618-690, 705-907",Tang Dynasty
xia-dynasty,চীনত জিয়া ৰাজবংশ গ. 2070 – গ. খ্ৰীষ্টপূৰ্ব 1600,,Xia dynasty in China c. 2070 – c. 1600 BC
gonghe,গংঘে ৰিজেন্সি ৮৪১-৮২৮ খ্ৰীষ্টপূৰ্ব,,Gonghe Regency 841-828 BC
Ashoka,অশোকে (গ. ৩০৪-২৩২ খ্ৰীষ্টপূৰ্ব) বৌদ্ধ ধৰ্মৰ প্ৰচাৰ কৰে,,Ashoka (c. 304-232 BC) promotes Buddhism
siloam-tunnel,হিজকিয়াই চিলোম সুৰংগ সম্প্ৰসাৰিত কৰে,c. 742-732 BC,Hezekiah extends Siloam tunnel
Angloamerica2,"দানিয়েল ২: ৩৩, ৪১-৪৩ পদত ভৱিষ্যতবাণীত এংলো-আমেৰিকানক মাটিৰ সৈতে মিহলি কৰা লোৰ ভৰিৰ দ্বাৰা প্ৰতীক কৰা হৈছে",,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43"
Manetho,মানেথোৱে ইজিপ্টাইকা লিখিছে,,Manetho writes Aegyptiaca
