key,text,english,notes,checked 
Mizzah,มิซาห์,Mizzah,,FALSE
Adah,อาดาห์,Adah,"36:11, 12, 15, 16",FALSE
Eliphaz,เอลีฟาซ,Eliphaz,,FALSE
Teman,เทมาน,Teman,,FALSE
Omar,โอมาร์,Omar,,FALSE
Zepho,เซโฟ,Zepho,,FALSE
Kenaz,เคนัส,Kenaz,,FALSE
Korah,โคราห์,Korah,,FALSE
Gatam,กาตัม,Gatam,,FALSE
Amalek,อามาเลข,Amalek,,FALSE
Oholibamah,โอโฮลิบามาห์,Oholibamah,"36:14, 18",FALSE
Jeush,เจอช,Jeush,,FALSE
Jalam,จาลัม,Jalam,,FALSE
Nebaioth,เนบาโยธ,Nebaioth,Genesis 25:13,FALSE
Kedar,เคดาร์,Kedar,,FALSE
Adbeel,แอดบีล,Adbeel,,FALSE
Mibsam,มิบซัม,Mibsam,,FALSE
Mishma,มิชมา,Mishma,,FALSE
Dumah,ดูมาห์,Dumah,,FALSE
Massa,มาสซ่า,Massa,,FALSE
Hadad,ฮาดัด,Hadad,,FALSE
Tema,ธีม,Tema,,FALSE
Jetur,เจตูร์,Jetur,,FALSE
Naphish,นาพิช,Naphish,,FALSE
Kedemah,เคเดมาห์,Kedemah,,FALSE
Babylon2,,,no text left and right – empty!,FALSE
terahfam,สมาชิกในครอบครัวของเทราห์,members of Terah’s family,,FALSE
rosetta,หินโรเซตตา 196 ก่อนคริสตศักราช,Rosetta stone 196 B.C.E.,,FALSE
Herodotus,เฮโรโดตุส ค. 484 – ค. 425 ปีก่อนคริสตกาล เขียน The History,"Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,FALSE
Aristotle,อริสโตเติล 384 – 322 ปีก่อนคริสตกาล,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",FALSE
Ptolemy,ปโตเลมี ค. 100 – ค. ส.ศ. 170,Ptolemy c 100 – c. 170 C.E.,,FALSE
Pythagoras,พีทาโกรัส ค. 570 – ค. 495 ปีก่อนคริสตกาล,Pythagoras c. 570 – c. 495 BC,,FALSE
Plato,เพลโต ค. 427 – ค. 348 ปีก่อนคริสตกาล,Plato c. 427 – c. 348 BC,,FALSE
Socrates,โสกราตีส ค. 470 – ค. 399 ปีก่อนคริสตกาล,Socrates c. 470 – c. 399 BC,,FALSE
Josephus,โจเซฟัส ค. 37 – ค. ส.ศ. 100,Josephus c. 37 – c. 100 C.E.,,FALSE
Cicero,ซิเซโร 106–43 ปีก่อนคริสตกาล,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",FALSE
lachish_letters,ตัวอักษร Lachish ค. ปี 590 ก่อน ส.ศ.,Lachish letters c. 590 B.C.E.,,FALSE
lachish_reliefs,ภาพนูนต่ำนูนสูงค. ปี 681 ก่อน ส.ศ.,Lachish reliefs c. 681 B.C.E.,,FALSE
mesha_stele,Mesha Stele (หินโมอับ) ค. 840 ก่อน ส.ศ.,Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,FALSE
gilgamesh,กิลกาเมช และ อาก้า 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,,FALSE
epic_gilgamesh,มหากาพย์แห่งกิลกาเมช (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni),,FALSE
oxyrhynchus,Oxyrhynchus Papyri,Oxyrhynchus Papyri,,FALSE
p52,พาไพรัส P52,Papyrus P52,,FALSE
daniel2_shift,0,4,Start 4.2,FALSE
daniel2_1,กษัตริย์เนบูคัดเนสซาร์,King Nebuchadnezzar,607 BCE,FALSE
daniel2_2,ทำลายกรุงเยรูซาเล็ม,destroys Jerusalem,appendix B9,FALSE
daniel2_3,พิชิตบาบิโลน,Conquers Babylon,539 BCE,FALSE
daniel2_4,ไซรัสประกาศให้กลับมา,Cyrus decrees return,537 BCE,FALSE
daniel2_5,ของชาวยิวไปยังกรุงเยรูซาเล็ม,of Jews to Jerusalem,,FALSE
daniel2_6,อเล็กซานเดอร์มหาราช,Alexander the Great,331 BCE,FALSE
daniel2_7,พิชิตเปอร์เซีย,conquers Persia,,FALSE
daniel2_8,กฎเกณฑ์เหนืออิสราเอล,Rules over Israel,63 BCE,FALSE
daniel2_9,ทำลายกรุงเยรูซาเล็ม,Destroys Jerusalem,70 CE,FALSE
daniel2_10,ในช่วงสงครามโลกครั้งที่ 1,"During World War I,",1914-1918 CE,FALSE
daniel2_11,มหาอำนาจโลกแองโกล-อเมริกัน,Anglo-American World Power,,FALSE
daniel2_12,เกิดขึ้น,comes into being,End 4.2,FALSE
qing-dynasty,ค.ศ. 1636-1912,1636-1912,,FALSE
qing-dynasty_c,ราชวงศ์ชิง,Qing dynasty,1636-1912,FALSE
ming-dynasty,1368-1644,1368-1644,,FALSE
ming-dynasty_c,ราชวงศ์หมิงในจักรวรรดิจีน,Ming dynasty in imperial China,1368-1644,FALSE
yuan-dynasty,1271-1368,1271-1368,,FALSE
southern-song,1127-1279,1127-1279,,FALSE
northern-song,960-1127,960-1127,,FALSE
western-xia,1038-1227,1038-1227,,FALSE
yuan-dynasty_c,หยวน,Yuan,1271-1368,FALSE
southern-song_c,เพลงใต้,Southern Song,1127-1279,FALSE
northern-song_c,เพลงภาคเหนือ,Northern Song,960-1127,FALSE
western-xia_c,เซี่ยตะวันตก,Western Xia,1038-1227,FALSE
Copernicus,นิโคเลาส์ โคเปอร์นิคัส,Nicolaus Copernicus,,FALSE
Galileo,กาลิเลโอ กาลิเลอี,Galileo Galilei,Galileo di Vincenzo Bonaiuti de' Galilei,FALSE
Newton,ไอแซกนิวตัน,Isaac Newton,,FALSE
gregorian,ปฏิทินเกรโกเรียน ค.ศ. 1582,Gregorian calendar 1582,,FALSE
shang-dynasty,ค. 1600-1046 ปีก่อนคริสตกาล,c. 1600-1046 BC,,FALSE
western-zhou,"ค. 1,046-771 ปีก่อนคริสตกาล",c. 1046-771 BC,,FALSE
eastern-zhou,770-256 ปีก่อนคริสตกาล,770-256 BC,,FALSE
qin-dynasty,ฉิน 221-207 ปีก่อนคริสตกาล,Qin 221-207 BC,,FALSE
western-han,207 ปีก่อนคริสตกาล – 9 ส.ศ,207 BC – 9 CE,,FALSE
eastern-han,คริสตศักราช 25-220,25-220 CE,,FALSE
three-kingdoms,สามก๊ก คริสตศักราช 220-280,Three kingdoms 220-280 CE,,FALSE
sixteen-kingdoms,สิบหกอาณาจักร (ค.ศ. 304-439),Sixteen kingdoms 304-439 CE,,FALSE
northern-dynasties,ค.ศ. 368-581,368-581 CE,,FALSE
southern-dynasties,ค.ศ. 420-589,420-589 CE,,FALSE
tang-dynasty1,,,,FALSE
tang-dynasty2,"618-690, 705-907","618-690, 705-907",,FALSE
wu-zhou,690-705 อู๋โจว,690-705 Wu Zhou,,FALSE
shang-dynasty_c,ราชวงศ์ซาง,Shang Dynasty,c. 1600-1046 BC,FALSE
western-zhou_c,โจวตะวันตก,Western Zhou,c. 1046-771 BC,FALSE
eastern-zhou_c,โจวตะวันออก,Eastern Zhou,770-256 BC,FALSE
western-han_c,ฮั่นตะวันตก,Western Han,207 BC – 9 CE,FALSE
eastern-han_c,ฮั่นตะวันออก,Eastern Han,25-220 CE,FALSE
three-kingdoms_c,จีน,China,Three kingdoms 220-280 CE,FALSE
sixteen-kingdoms_c,จีน,China,Sixteen kingdoms 304-439 CE,FALSE
northern-dynasties_c,ราชวงศ์เหนือ,Northern Dynasties,368-581 CE,FALSE
southern-dynasties_c,ราชวงศ์ใต้,Southern Dynasties,420-589 CE,FALSE
tang-dynasty1_c,กลิ่นฉุน,Tang,,FALSE
tang-dynasty2_c,ราชวงศ์ถัง,Tang Dynasty,"618-690, 705-907",FALSE
xia-dynasty,ราชวงศ์เซี่ยในประเทศจีนค. 2070 – ประมาณ 1600 ปีก่อนคริสตกาล,Xia dynasty in China c. 2070 – c. 1600 BC,,FALSE
gonghe,แคว้นกงเหอ 841-828 ปีก่อนคริสตกาล,Gonghe Regency 841-828 BC,,FALSE
Ashoka,พระเจ้าอโศก (ประมาณ 304-232 ปีก่อนคริสตกาล) ส่งเสริมพระพุทธศาสนา,Ashoka (c. 304-232 BC) promotes Buddhism,,FALSE
siloam-tunnel,เฮเซคียาห์ขยายอุโมงค์สิโลอัม,Hezekiah extends Siloam tunnel,c. 742-732 BC,FALSE
Angloamerica2,"แองโกล-อเมริกันเป็นสัญลักษณ์ของเท้าเหล็กผสมกับดินเหนียวในคำพยากรณ์ในดาเนียล 2:33, 41-43","Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43",,FALSE
Manetho,มาเนโทเขียนเรื่อง Aอียิปต์ิกา,Manetho writes Aegyptiaca,,FALSE
tribulation,"ความทุกข์ยากครั้งใหญ่ (มาระโก 13:19; ดาเนียล 12:1; มัทธิว 24:21, 22)","The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)",,FALSE
destruction_babylon,"ความพินาศของบาบิโลนใหญ่ (วิวรณ์ 17:3, 15-18; 18:9, 10)","Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),FALSE
gog_of_magog,"การโจมตีของโกกแห่งมาโกก (เอเสเคียล 38:1, 2, 9-12, 18-23)","Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,FALSE
sheep_goat,ชาวโลกจะถูกพิพากษา แยกแกะและแพะออกจากกัน (มัทธิว 25:31-33),"Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,FALSE
annointed,การรวมตัวของผู้ปกครองราชอาณาจักร (มัทธิว 24:31; 1 โครินธ์ 15:50-53; 1 เธสะโลนิกา 4:15-17),Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,FALSE
armageddon,"ยุทธการอาร์มาเก็ดดอน (วิวรณ์ 16:14, 16; อิสยาห์ 13:9; 2 เปโตร 3:12)","Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,FALSE
millenium,"ราชอาณาจักรของพระเจ้าเริ่มต้นรัชกาล 1,000 ปี (วิวรณ์ 5:9, 10; 20:4, 6)","God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)",,FALSE
great_crowd,"ฝูงชนจำนวนมากรอดพ้นจากอาร์มาเก็ดดอน (วิวรณ์ 7:9, 14; สดุดี 37:9-11)","A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)",,FALSE
world_population,ประชากรโลกหลายพันล้านคนในช่วง 2000 ปีที่ผ่านมา,World population in billions in the last 2000 years,appendix B9,FALSE
607BCE,607 ก่อนคริสตศักราช,607 B.C.E.,accommodate for language,FALSE
539BCE,ปี 539 ก่อน ส.ศ.,539 B.C.E.,systems in style:,FALSE
537BCE,ปี 537 ก่อน ส.ศ.,537 B.C.E.,>>year 537 before time<<,FALSE
331BCE,331 ก่อน ส.ศ.,331 B.C.E.,so they need a word,FALSE
63BCE,ปี 63 ก่อน ส.ศ.,63 B.C.E.,prior to the year,FALSE
70CE,ส.ศ. 70,70 C.E.,and something,FALSE
1914CE,ส.ศ. 1914-1918,1914-1918 C.E.,after the year,FALSE
khmer_empire,ค.ศ. 804 – 1431 ส.ศ.,804 – 1431 C.E.,,FALSE
khmer_empire_c,จักรวรรดิเขมร-สมัยอังกอร์,Khmer Empire - Angkor period,,FALSE
byzantine_empire,ส.ศ. 330-1453,330-1453 C.E.,,FALSE
byzantine_empire_c,จักรวรรดิไบแซนไทน์,Byzantine Empire,,FALSE
ottoman_empire,ค.ศ. 1299 – 1922 ส.ศ.,1299 – 1922 C.E.,,FALSE
ottoman_empire_c,จักรวรรดิออตโตมัน,Ottoman Empire,,FALSE
holy_roman_empire,ค.ศ. 800 – 924,800 – 924 C.E.,,FALSE
holy_roman_empire2,ค.ศ. 862 – 1806 ส.ศ.,962 – 1806 C.E.,fixed 2024-12-31,FALSE
holy_roman_empire_c,จักรวรรดิโรมันอันศักดิ์สิทธิ์ – หลังปี ค.ศ. 1512 จักรวรรดิโรมันอันศักดิ์สิทธิ์ของชาติเยอรมัน,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512,,FALSE
mongol_empire,จักรวรรดิมองโกล ค.ศ. 1206 – 1294,Mongol Empire 1206 – 1294 C.E.,,FALSE
Genghis,เจงกี๊สข่าน,Genghis Khan,,FALSE
maya_classic,250-950,250-950,,FALSE
maya_classic_c,อารยธรรมมายา – ยุคคลาสสิก,Maya civilization – classic period,,FALSE
maya_postclassic,950-1539,950-1539,,FALSE
maya_postclassic_c,อารยธรรมมายา – ยุคหลังคลาสสิก,Maya civilization – postclassic period,,FALSE
inca_empire,ค.ศ. 1438 – 1533 ส.ศ.,1438 – 1533 C.E.,,FALSE
inca_empire_c,อาณาจักรอินคา,Inca empire,,FALSE
gupta_empire,ค.ศ. 319 – 550,319 – 550 C.E.,,FALSE
gupta_empire_c,อาณาจักรคุปตะ,Gupta empire,,FALSE
Teotihuacan,เมืองที่ใหญ่ที่สุดในทวีปอเมริกา ปิรามิดสร้างค. ส.ศ. 200,"largest city in the Americas, pyramids build c. 200 C.E.",,FALSE
Teotihuacan_c,เตโอติอัวคาน,Teotihuacan,,FALSE
Dionysius_Exiguus,ไดโอนิซิอัส เอ็กซิกุส ผู้ประดิษฐ์อันโน โดมินี,"Dionysius Exiguus, inventor of Anno Domini",,FALSE
Umayyad,ค.ศ. 661 – 750 ส.ศ.,661 – 750 C.E.,,FALSE
Umayyad_c,เมยยาด,Umayyad,,FALSE
Abbasid,ค.ศ. 750 – 1258 ส.ศ.,750 – 1258 C.E.,,FALSE
Abbasid_c,อับบาซิด คอลีฟะห์,Abbasid Caliphate,,FALSE
Mamluk,ค.ศ. 1250 – 1517 ส.ศ.,1250 – 1517 C.E.,,FALSE
Mamluk_c,สุลต่านมัมลุค,Mamluk Sultanate,,FALSE
ur3,ราชวงศ์อูร์ที่ 3 𒋀𒀕𒆠,Ur III dynasty 𒋀𒀕𒆠,,FALSE
hammurabi,ฮัมมูราบี 𒄩𒄠𒈬𒊏𒁉,Hammurabi 𒄩𒄠𒈬𒊏𒁉,,FALSE
Al-Khwarizmi,al-Khwarizmi เขียน Al-Jabr (พีชคณิต),al-Khwarizmi writes Al-Jabr (Algebra),,FALSE
al-azhar,มหาวิทยาลัย Al-Azhar ก่อตั้งขึ้นในกรุงไคโร,Al-Azhar University is established in Cairo,,FALSE
Ibn-Sina,อิบนุ ซินา หรืออาวิเซนนา,Ibn Sina or Avicenna,,FALSE
Al-Ghazali,อัล-ฆอซาลี,Al-Ghazali,2024-07-30,FALSE
Keturah,,Keturah,Genesis 25:1-4,FALSE
Zimran,,Zimran,,FALSE
Jokshan,,Jokshan,,FALSE
Medan,,Medan,,FALSE
Midian,,Midian,,FALSE
Ishbak,,Ishbak,,FALSE
Shuah,,Shuah,,FALSE
Timna,,Timna,"1 Chr 1:36, Ge 36:10-12",FALSE
Midianites,,"1) Midianites: Numbers 31:2, 3",,FALSE
Moabites,,"2) Moabites: Deuteronomy 23:3, 4",,FALSE
Ammonites,,3) Ammonites: Joshua 12:2,,FALSE
Edomites,,4) Edomites: Numbers 20:14-17,,FALSE
Temanites,,5) Temanites: Job 42:7,,FALSE
Amalekites,,6) Amalekites: 1 Samuel 15:2,2024-09-29,FALSE
life-expectancy,,Life expectancy 75 years,,FALSE
life-expectancy2,,(Psalm 90:10),2024-11-29,FALSE
430years,,1943 – 1513 B.C.E.,,FALSE
430years_c,,"430 years: Exodus 12:41, Galatians 3:17",2024-12-24,FALSE
maya_calendar,,"Calculated beginning of Maya calendar August 11, 3114 B.C.E.",2024-12-25,FALSE
xia-dynasty2,,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,2025-01-02,FALSE
xia-dynasty2_c,,Xia dynasty in China,,FALSE
tres_zapotes,,"September 3rd, 32 B.C.E.",2024-12-31,FALSE
joseph_jacob_reunited,,Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),2025-01-01,FALSE
king_south_light,,,2025-02-05,FALSE
king_south_light_c,,King of the South from Daniel 11,2025-02-05,FALSE
king_north_light,,,2025-02-05,FALSE
king_north_light_c,,King of the North from Daniel 11,2025-02-05,FALSE
daniel2_iron,,,2025-02-05,FALSE
daniel2_iron_c,,Iron legs from Daniel 2,2025-02-05,FALSE
wulfila,พระคัมภีร์ Wulfila,Wulfila Bible,2025-09-20,FALSE
argenteus,โคเด็กซ์ อาร์เจนเทียส ค. 505,Codex Argenteus c. 505,written copy of Wulfila Bible,FALSE
tran_dynasty,1225 – 14.00 น,1225 – 1400,,FALSE
tran_dynasty_c,ราชวงศ์ Trần,Trần dynasty,,FALSE
le_dynasty,1428 – 1527,1428 – 1527,triều Lê sơ or Vietnamese: nhà Lê sơ,FALSE
le_dynasty_c,ราชวงศ์เล,Lê dynasty,,FALSE
revival_le_dynasty,พ.ศ. 1533-1789,1533-1789,,FALSE
revival_le_dynasty_c,ขุนนาง Trịnh และขุนนาง Nguyễn,Revival Lê dynasty,Nhà Lê trung hưng,FALSE
nguyen_dynasty,พ.ศ. 2345 – 2426,1802 – 1883,,FALSE
nguyen_dynasty_c,เหงียน,Nguyễn,2025-09-20,FALSE
edo,1603 – 1868,1603 – 1868,,FALSE
edo_c,สมัยเอโดะในญี่ปุ่น,Edo period in Japan,,FALSE
meiji,พ.ศ. 2411 – 2455,1868 – 1912,,FALSE
meiji_c,เมจิ,Meiji,2025-09-20,FALSE
Ham,แฮม,Ham,Gen 10:1,FALSE
Canaan,คานาอัน,Canaan,Gen 10:6,FALSE
Sidon,ไซดอน,Sidon,Gen 10:15,FALSE
Heth,เฮธ,Heth,Gen 10:15,FALSE
Jebusite,เจบูไซต์,Jebusite,Gen 10:16,FALSE
Amorite,อามอไรต์,Amorite,Gen 10:16,FALSE
Girgashite,เกอร์กาไชต์,Girgashite,Gen 10:16,FALSE
Hivite,ไฮไวต์,Hivite,Gen 10:17,FALSE
Arkite,อาร์ไคต์,Arkite,Gen 10:17,FALSE
Sinite,จริงใจ,Sinite,Gen 10:17,FALSE
Arvadite,อาร์วาไดท์,Arvadite,Gen 10:18,FALSE
Zemarite,ซีมาริต,Zemarite,Gen 10:18,FALSE
Hamathite,ฮามาไทต์,Hamathite,Gen 10:18,FALSE
Cush,คุช,Cush,Gen 10:6,FALSE
Nimrod,นิมรอด,Nimrod,Gen 10:8,FALSE
Mizraim,มิซไรม์,Mizraim,Gen 10:14,FALSE
Casluh,คาสลูห์,Casluh,1 Chronicles 1:12 (Philistines),FALSE
Japheth,เจเฟธ,Japheth,Gen 10:3,FALSE
Asshur,อัสชูร,Asshur,Gen 10:22,FALSE
Lud,ลุด,Lud,Gen 10:22,FALSE
Aram,อาราม,Aram,Gen 10:22,FALSE
Elam,อีแลม,Elam,Gen 10:22,FALSE
Joktan,จกทัน,Joktan,Gen 10:26,FALSE
Almodad,อัลโมดัด,Almodad,Gen 10:26,FALSE
Sheleph,เชเลฟ,Sheleph,Gen 10:26,FALSE
Hazarmaveth,ฮาซาร์มาเร็ธ,Hazarmaveth,Gen 10:26,FALSE
Jerah,เจราห์,Jerah,Gen 10:26,FALSE
Hadoram,ฮาโดรัม,Hadoram,Gen 10:27,FALSE
Uzal,อูซาล,Uzal,Gen 10:27,FALSE
Diklah_Obal,"ดิคลาห์, โอบาล","Diklah, Obal",Gen 10:27,FALSE
Abimael,อาบีมาเอล,Abimael,Gen 10:28,FALSE
Sheba_Ophir,"เชบา, โอฟีร์","Sheba, Ophir","Gen 10:28, 29",FALSE
Havilah,ฮาวิลาห์,Havilah,Gen 10:29,FALSE
Jobab,โจบับ,Jobab,Gen 10:29,FALSE
Korah_Gatam,"โคราห์, กาตัม","Korah, Gatam",303 and 304,FALSE
Adbeel_Mibsam,"อัดบีล, มิบซัม","Adbeel, Mibsam",311 and 312,FALSE
Dumah_Massa,"ดูมาห์, มาสซา","Dumah, Massa",314 and 315,FALSE
Ham_fn,1) ชาวอียิปต์: สดุดี 105:23,1) Egyptians: Psalms 105:23,2025-09-22,FALSE
Canaan_fn,2) ชาวคานาอัน: โยชูวา 13:3,2) Canaanites: Joshua 13:3,2025-09-22,FALSE
Aram_fn,3) ชาวอารัม: โฮเชยา 12:12,3) Arameans: Hosea 12:12,2025-09-22,FALSE
Elam_fn,4) เอลาไมต์: เอสรา 4:9,4) Elamites: Ezra 4:9,2025-09-22,FALSE
Asshur_fn,5) อัสซีเรีย: เอเสเคียล 27:23,5) Assyrians: Ezekiel 27:23,2025-09-22,FALSE
Casluh_fn,6) ชาวฟิลิสเตีย: 1 พงศาวดาร 1:12,6) Philistines: 1 Chronicles 1:12,2025-09-22,FALSE
Cush_fn,7) ชาวเอธิโอเปีย [คูชิต์]: 2 กษัตริย์ 19:9,7) Ethiopian [Cushite]: 2 Kings 19:9,2025-09-22,FALSE
Edom_fn,8) ชาวเอโดม: กันดารวิถี 20:14-17,8) Edomites: Numbers 20:14-17,same as 459,FALSE
Moab_fn,"9) โมอับ: เฉลยธรรมบัญญัติ 23:3, 4","9) Moabites: Deuteronomy 23:3, 4",same as 457,FALSE
Ammon_fn,10) คนอัมโมน: โยชูวา 12:2,10) Ammonites: Joshua 12:2,same as 458,FALSE
Midian_fn,"11) ชาวมีเดียน: กันดารวิถี 31:2, 3","11) Midianites: Numbers 31:2, 3",same as 456,FALSE
Amalek_fn,12) ชาวอามาเลข: 1 ซามูเอล 15:2,12) Amalekites: 1 Samuel 15:2,same as 461,FALSE
Teman_fn,13) ชาวเทมาน: โยบ 42:7,13) Temanites: Job 42:7,same as 460,FALSE
Sidon_fn,14) ชาวไซดอน: เศคาริยาห์ 9:2,14) Sidonians: Zechariah 9:2,2025-09-22,FALSE
Heth_fn,15) ชาวฮิตไทต์: ปฐมกาล 15:20,15) Hittites: Genesis 15:20,2025-09-22,FALSE
Jebusite_fn,16) ชาวเยบุส: โยชูวา 15:63,16) Jebusites: Joshua 15:63,2025-09-22,FALSE
Judith,จูดิธ?,Judith?,"Genesis 26:34, 35",FALSE
Lud_fn,17) ลิเดีย: 1 พงศาวดาร 1:17,17) Lydians: 1 Chronicles 1:17,"Jewish Antiquities, I, 143, 144 [vi, 4]",FALSE
Ishmael_fn,18) ชาวอิชมาเอล: ปฐมกาล 37:27,18) Ishmaelites: Genesis 37:27,2025-09-22,FALSE
Amorite_fn,19) ชาวอาโมไรต์: ผู้วินิจฉัย 6:10,19) Amorites: Judges 6:10,2025-09-22,FALSE
Hivite_fn,"20) ชาวฮีไวต์ [กิเบโอน]: โยชูวา 9:3, 7","20) Hivites [Gibeon]: Joshua 9:3, 7",Gibeonites,FALSE
american_civil_war,สงครามกลางเมืองอเมริกา ค.ศ. 1861-1865,American Civil War 1861-1865,"April 12, 1861 to May 26, 1865",FALSE
aleppo_codex,อเลปโป โคเด็กซ์ ค. 920,Aleppo Codex c. 920,2025-10-03,FALSE
seljuk_empire,ค.ศ. 1037 – 1194 ส.ศ.,1037 – 1194 C.E.,"Seljuk Empire 1037-1194, part of Seljuk dynasty 1037-1308",FALSE
seljuk_empire_c,อาณาจักรเซลจุค,Seljuk empire,,FALSE
vandals,อาณาจักรแห่งป่าเถื่อนและอลันส์ ค.ศ. 435 – 534,Kingdom of the Vandals and Alans 435 – 534 C.E.,Vandals 435-534 C.E.,FALSE
vandals_c,พวกป่าเถื่อน,Vandals,,FALSE
francia,"ค. 481/509 – 843 C.E., Merovingian จนถึง 751 จากนั้น Carolingian","c. 481/509 – 843 C.E., Merovingian till 751, then Carolingian",Kingdom of the Franks (Regnum Francorum) c. 481/509-843 treaty of Verdun,FALSE
francia_c,อาณาจักรแห่งแฟรงค์,Kingdom of the Franks,,FALSE
lombard,ค.ศ. 568 – 774,568 – 774 C.E.,Kingdom of the Lombards 568-774,FALSE
lombard_c,อาณาจักรลอมบาร์ด,Lombard Kingdom,2025-10-13,FALSE
100_years_war,สงครามร้อยปี ค.ศ. 1337 – 1453,Hundred Years’ War 1337 – 1453,1337–1453,FALSE
black_death,มรณะสีดำ ค.ศ. 1346-1353,Black death 1346-1353,1346-1353,FALSE
sui_dynasty,581-618 Sui-dynastie,581-618 Sui-dynastie,2025-11-09,FALSE
sui_dynasty_c,Sui,Sui,2025-11-09,FALSE
